Iteration,Counter,Wait_Time
258,74.35040674172154,6.2760473797536545
259,74.85954417704112,6.3179370723330965
260,75.46888088942038,6.368080112900285
261,74.7731010359151,6.310824386260201
262,74.77985017862241,6.311379709576415
263,75.17103465321037,6.3435687307621915
264,75.65732229688838,6.383589212199189
265,75.85308621218047,6.399701972180077
266,75.48735614243435,6.369600620533616
267,75.68975170668739,6.386258312351861
268,75.97955784690399,6.410112025916459
269,76.20737442775562,6.428864983833623
270,76.08226575839872,6.4185663653985126
271,76.7886664636046,6.476720758726505
272,77.31596327983688,6.520138769127096
273,77.47238306175068,6.533019835838762
274,78.13415497583058,6.58752302008792
275,78.10699195482557,6.58528567687461
276,77.49031979989314,6.5344969535034
277,78.08481413770669,6.5834589644764865
278,78.54933785636146,6.621722710179405
279,78.51458163436689,6.618859591066096
280,79.4639024689329,6.697072222865626
281,79.8519335269942,6.729047361171224
282,79.75283022329131,6.72088056845621
283,80.33399756055721,6.768775925393877
284,80.63187189084607,6.793327386232784
285,80.9808164765169,6.822090668679921
286,80.86005265192033,6.812135879602079
287,80.43399443536984,6.777017668412847
288,80.45360675278911,6.77863414192611
289,80.68897727488908,6.7980343634042315
290,81.42757451427242,6.8589205354522464
291,80.86834548442796,6.812819463146093
292,80.82408223046751,6.8091708320048925
293,81.73588067299386,6.884339206867102
294,81.52822275408137,6.867218376622084
295,81.67725386711847,6.879505493005272
296,82.09856769377338,6.914243961928385
297,81.67202359880356,6.879074266855488
298,82.70786385989636,6.964488666854452
299,84.00740072068179,7.071678340710966
300,84.43144832492675,7.1066623017520865
301,84.79338018369785,7.136524462899525
302,84.8114255536592,7.138013410433391
303,85.85975180848267,7.224522754621468
304,86.17337794249127,7.250407587211257
305,86.8515076775044,7.3063824771069195
306,86.98389055854918,7.317310723694523
307,86.39033452049974,7.268314940435648
308,87.45207769087907,7.355962194620858
309,87.71018228780902,7.377271814386271
310,88.09446749690665,7.409001283894261
311,87.82129043017848,7.386445475037818
312,87.79125277329675,7.383965390320474
313,88.95030085069006,7.479674319553306
314,88.37854246428944,7.4324582669308095
315,87.76130095817767,7.381492408697955
316,87.4229325044631,7.353555983936497
317,87.84887147725729,7.388722741367634
318,88.85144843889974,7.471510654224066
319,90.15144843889973,7.578883151940989
320,90.88741351304212,7.639681646531625
321,91.1067482839595,7.6578026579270935
322,91.89755699385177,7.723143871506456
323,92.82817544895049,7.800049037052558
324,92.78348928401435,7.79635593461102
325,92.46813287659734,7.770294037445528
326,92.8818955957506,7.804488794499716
327,93.30517592132168,7.839472706593353
328,92.6051759419183,7.781619462997423
329,92.81265983324397,7.798766740699677
330,92.68053266462442,7.787847163208179
331,93.05447805518496,7.8187523364073686
332,92.9433990372586,7.809571862197502
333,94.14725737452682,7.909077972997492
334,94.6461318019054,7.950318942354717
335,95.84085446855526,8.049098200550338
336,97.13255236385002,8.155916704010068
337,97.39142832873951,8.177327358104916
338,96.70012023701115,8.1201537914129
339,96.67430721185373,8.118019084321974
340,96.66563424713415,8.11730184219037
341,97.9656226168097,8.224819828615622
342,98.1537452173745,8.240380629439187
343,98.90931132255855,8.302882642953493
344,100.04559725122527,8.396891591433954
